id,track_id,track_artist,artist_clean,track_name,track_name_clean,artist_track_key,energy,tempo,danceability,playlist_genre,loudness,liveness,valence,time_signature,speechiness,track_popularity,track_href,uri,track_album_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,type
2plbrEY59IikOBgBGLjaoe,2plbrEY59IikOBgBGLjaoe,"lady gaga, bruno mars",lady gaga bruno mars,die with a smile,die with a smile,lady gaga bruno mars_die with a smile,0.592,157.969,0.521,pop,-7.777,0.122,0.535,3,0.0304,100,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,Die With A Smile,2024-08-16T00:00:00Z,0,10FLjwfpbxLmW8c25Xyc2N,0,6,251668,0.308,audio_features
6dOtVTDdiauQNBQEDOtlAB,6dOtVTDdiauQNBQEDOtlAB,billie eilish,billie eilish,birds of a feather,birds of a feather,billie eilish_birds of a feather,0.507,104.978,0.747,pop,-10.171,0.117,0.438,4,0.0358,97,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB,HIT ME HARD AND SOFT,2024-05-17T00:00:00Z,0.0608,7aJuG4TFXa2hmE4z1yxc3n,1,2,210373,0.2,audio_features
7ne4VBA60CxGM75vw0EYad,7ne4VBA60CxGM75vw0EYad,gracie abrams,gracie abrams,that’s so true,thats so true,gracie abrams_thats so true,0.808,108.548,0.554,pop,-4.169,0.159,0.372,4,0.0368,93,https://api.spotify.com/v1/tracks/7ne4VBA60CxGM75vw0EYad,spotify:track:7ne4VBA60CxGM75vw0EYad,The Secret of Us (Deluxe),2024-10-18T00:00:00Z,0,0hBRqPYPXhr1RkTDG3n4Mk,1,1,166300,0.214,audio_features
1d7Ptw3qYcfpdLNL5REhtJ,1d7Ptw3qYcfpdLNL5REhtJ,sabrina carpenter,sabrina carpenter,taste,taste,sabrina carpenter_taste,0.91,112.966,0.67,pop,-4.07,0.304,0.786,4,0.0634,81,https://api.spotify.com/v1/tracks/1d7Ptw3qYcfpdLNL5REhtJ,spotify:track:1d7Ptw3qYcfpdLNL5REhtJ,Short n' Sweet,2024-08-23T00:00:00Z,0,4B4Elma4nNDUyl6D5PvQkj,0,0,157280,0.0939,audio_features
5vNRhkKd0yEAg8suGBpjeY,5vNRhkKd0yEAg8suGBpjeY,"rosé, bruno mars",rose bruno mars,apt.,apt,rose bruno mars_apt,0.783,149.027,0.777,pop,-4.477,0.355,0.939,4,0.26,98,https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY,spotify:track:5vNRhkKd0yEAg8suGBpjeY,APT.,2024-10-18T00:00:00Z,0,2IYQwwgxgOIn7t3iF6ufFD,0,0,169917,0.0283,audio_features
0WbMK4wrZ1wFSty9F7FCgu,0WbMK4wrZ1wFSty9F7FCgu,chappell roan,chappell roan,"good luck, babe!",good luck babe,chappell roan_good luck babe,0.582,116.712,0.7,pop,-5.96,0.0881,0.785,4,0.0356,94,https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",2024-04-05T00:00:00Z,0,1WAjjRMfZjEXtB0lQrAw6Q,0,11,218424,0.0502,audio_features
6MzofobZt2dm0Kf1hTThFz,6MzofobZt2dm0Kf1hTThFz,addison rae,addison rae,diet pepsi,diet pepsi,addison rae_diet pepsi,0.561,150.069,0.669,pop,-6.538,0.0954,0.841,4,0.0411,88,https://api.spotify.com/v1/tracks/6MzofobZt2dm0Kf1hTThFz,spotify:track:6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,2024-08-09T00:00:00Z,0.00962,0XA403JTounqFh2owquBXu,1,10,169698,0.495,audio_features
3QaPy1KgI7nu9FJEQUgn6h,3QaPy1KgI7nu9FJEQUgn6h,billie eilish,billie eilish,wildflower,wildflower,billie eilish_wildflower,0.247,148.101,0.467,pop,-12.002,0.17,0.126,4,0.0431,93,https://api.spotify.com/v1/tracks/3QaPy1KgI7nu9FJEQUgn6h,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,HIT ME HARD AND SOFT,2024-05-17T00:00:00Z,2.71E-4,7aJuG4TFXa2hmE4z1yxc3n,0,6,261467,0.612,audio_features
0UYnhUfnUj5adChuAXvLUB,0UYnhUfnUj5adChuAXvLUB,gigi perez,gigi perez,sailor song,sailor song,gigi perez_sailor song,0.416,94.926,0.492,pop,-10.439,0.203,0.297,4,0.0254,71,https://api.spotify.com/v1/tracks/0UYnhUfnUj5adChuAXvLUB,spotify:track:0UYnhUfnUj5adChuAXvLUB,Sailor Song,2024-07-26T00:00:00Z,8.61E-5,4DWrYvfGXRE8ko5ZxlIpit,1,11,211979,0.686,audio_features
1Es7AUAhQvapIcoh3qMKDL,1Es7AUAhQvapIcoh3qMKDL,"the weeknd, playboi carti",the weeknd playboi carti,timeless (with playboi carti),timeless with playboi carti,the weeknd playboi carti_timeless with playboi carti,0.722,119.973,0.769,pop,-5.485,0.111,0.57,4,0.0507,92,https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL,spotify:track:1Es7AUAhQvapIcoh3qMKDL,Timeless,2024-09-27T00:00:00Z,2.56E-6,2IRxVVqbSbqHJo8Zx50LYn,0,11,256000,0.0584,audio_features
3WOhcATHxK2SLNeP5W3v1v,3WOhcATHxK2SLNeP5W3v1v,"charli xcx, billie eilish",charli xcx billie eilish,guess featuring billie eilish,guess featuring billie eilish,charli xcx billie eilish_guess featuring billie eilish,0.667,130.019,0.776,pop,-6.622,0.0761,0.618,4,0.0983,85,https://api.spotify.com/v1/tracks/3WOhcATHxK2SLNeP5W3v1v,spotify:track:3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,2024-08-01T00:00:00Z,0.3,3ThlxfLSy4bfKzxWqmC7VN,1,7,145219,0.0146,audio_features
5N3hjp1WNayUPZrA8kJmJP,5N3hjp1WNayUPZrA8kJmJP,sabrina carpenter,sabrina carpenter,please please please,please please please,sabrina carpenter_please please please,0.586,107.071,0.669,pop,-6.073,0.104,0.579,4,0.054,88,https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Please Please Please,2024-06-06T00:00:00Z,0,5bBaoign62r1i7OV8w7mi9,1,9,186365,0.274,audio_features
1f18HzFpegqvH4ibGJyeMJ,1f18HzFpegqvH4ibGJyeMJ,tate mcrae,tate mcrae,2 hands,2 hands,tate mcrae_2 hands,0.806,104.032,0.608,pop,-3.443,0.191,0.587,4,0.0486,79,https://api.spotify.com/v1/tracks/1f18HzFpegqvH4ibGJyeMJ,spotify:track:1f18HzFpegqvH4ibGJyeMJ,2 hands,2024-11-14T00:00:00Z,0,2BdJwrx2wMJi7x06wWkUFg,1,1,181821,0.121,audio_features
2FQrifJ1N335Ljm3TjTVVf,2FQrifJ1N335Ljm3TjTVVf,shaboozey,shaboozey,a bar song (tipsy),a bar song tipsy,shaboozey_a bar song tipsy,0.709,81.012,0.722,pop,-4.95,0.0804,0.604,4,0.0273,86,https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf,spotify:track:2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),2024-04-12T00:00:00Z,0,6egBeCLeGITzGSo5VyRjwZ,1,9,171292,0.0633,audio_features
4xdBrk0nFZaP54vvZj0yx7,4xdBrk0nFZaP54vvZj0yx7,chappell roan,chappell roan,hot to go!,hot to go,chappell roan_hot to go,0.757,139.982,0.742,pop,-4.981,0.305,0.957,4,0.0421,88,https://api.spotify.com/v1/tracks/4xdBrk0nFZaP54vvZj0yx7,spotify:track:4xdBrk0nFZaP54vvZj0yx7,The Rise and Fall of a Midwest Princess,2023-09-22T00:00:00Z,0,0EiI8ylL0FmWWpgHVTsZjZ,1,6,184841,0.0187,audio_features
19KlZwqlT3fguP2BeHF1Q1,19KlZwqlT3fguP2BeHF1Q1,lady gaga,lady gaga,disease,disease,lady gaga_disease,0.917,100.987,0.562,pop,-2.768,0.488,0.501,4,0.117,86,https://api.spotify.com/v1/tracks/19KlZwqlT3fguP2BeHF1Q1,spotify:track:19KlZwqlT3fguP2BeHF1Q1,Disease,2024-10-25T00:00:00Z,0,52BWvTRMsPqjHzrbQomgwP,0,11,229997,0.0513,audio_features
5G345YEhvleYxQLfYUlEFv,5G345YEhvleYxQLfYUlEFv,lisa,lisa,moonlit floor (kiss me),moonlit floor kiss me,lisa_moonlit floor kiss me,0.787,109.939,0.734,pop,-3.951,0.312,0.672,4,0.116,82,https://api.spotify.com/v1/tracks/5G345YEhvleYxQLfYUlEFv,spotify:track:5G345YEhvleYxQLfYUlEFv,Moonlit Floor (Kiss Me),2024-10-08T00:00:00Z,0,1OGxb1Z5KDBVOwDtyKu8wz,0,5,155757,0.126,audio_features
7hR22TOX3RorxJPcsz5Wbo,7hR22TOX3RorxJPcsz5Wbo,morgan wallen,morgan wallen,love somebody,love somebody,morgan wallen_love somebody,0.843,122.064,0.619,pop,-5.348,0.164,0.746,4,0.0284,86,https://api.spotify.com/v1/tracks/7hR22TOX3RorxJPcsz5Wbo,spotify:track:7hR22TOX3RorxJPcsz5Wbo,Love Somebody,2024-10-18T00:00:00Z,1.18E-4,0TxewlKVKdpP18dGg279ep,0,5,204829,0.00948,audio_features
51rfRCiUSvxXlCSCfIztBy,51rfRCiUSvxXlCSCfIztBy,gracie abrams,gracie abrams,"i love you, i'm sorry",i love you im sorry,gracie abrams_i love you im sorry,0.406,115.94,0.53,pop,-7.507,0.133,0.338,3,0.033,90,https://api.spotify.com/v1/tracks/51rfRCiUSvxXlCSCfIztBy,spotify:track:51rfRCiUSvxXlCSCfIztBy,The Secret of Us,2024-06-21T00:00:00Z,0,56bdWeO40o3WfAD2Lja4dl,1,10,157147,0.656,audio_features
1BJJbSX6muJVF2AK7uH1x4,1BJJbSX6muJVF2AK7uH1x4,"adam port, stryv, keinemusik, orso, malachiii",adam port stryv keinemusik orso malachiii,move,move,adam port stryv keinemusik orso malachiii_move,0.782,119.992,0.727,pop,-8.529,0.225,0.655,4,0.042,86,https://api.spotify.com/v1/tracks/1BJJbSX6muJVF2AK7uH1x4,spotify:track:1BJJbSX6muJVF2AK7uH1x4,Move,2024-06-07T00:00:00Z,0.336,4M8ThNHbNjda2cPwL8XZHS,0,8,177599,0.0563,audio_features
3tFed7YsjGnIfxeLEQwx3R,3tFed7YsjGnIfxeLEQwx3R,"tyler, the creator, glorilla, sexyy red, lil wayne",tyler the creator glorilla sexyy red lil wayne,"sticky (feat. glorilla, sexyy red & lil wayne)",sticky feat glorilla sexyy red  lil wayne,tyler the creator glorilla sexyy red lil wayne_sticky feat glorilla sexyy red  lil wayne,0.812,80.09,0.505,pop,-3.986,0.444,0.664,4,0.461,88,https://api.spotify.com/v1/tracks/3tFed7YsjGnIfxeLEQwx3R,spotify:track:3tFed7YsjGnIfxeLEQwx3R,CHROMAKOPIA,2024-10-28T00:00:00Z,0,0U28P0QVB1QRxpqp5IHOlH,1,1,255916,0.285,audio_features
2qSkIjg1o9h3YT9RAgYN75,2qSkIjg1o9h3YT9RAgYN75,sabrina carpenter,sabrina carpenter,espresso,espresso,sabrina carpenter_espresso,0.76,103.969,0.701,pop,-5.478,0.185,0.69,4,0.0285,90,https://api.spotify.com/v1/tracks/2qSkIjg1o9h3YT9RAgYN75,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Espresso,2024-04-12T00:00:00Z,6.54E-5,5quMTd5zeI9yW5UDua8wS4,1,0,175459,0.107,audio_features
2CspwnypzT7rcWI9RfsoSb,2CspwnypzT7rcWI9RfsoSb,jennie,jennie,mantra,mantra,jennie_mantra,0.725,116.988,0.894,pop,-4.984,0.0815,0.838,4,0.0432,89,https://api.spotify.com/v1/tracks/2CspwnypzT7rcWI9RfsoSb,spotify:track:2CspwnypzT7rcWI9RfsoSb,Mantra,2024-10-10T00:00:00Z,1.15E-5,3e5tDT1kfaAGx10yOjIDgW,0,10,136627,0.00434,audio_features
0l0vcZMU7AOeQmUIREoI2U,0l0vcZMU7AOeQmUIREoI2U,"rauw alejandro, bad bunny",rauw alejandro bad bunny,qué pasaría...,que pasaria,rauw alejandro bad bunny_que pasaria,0.563,105.008,0.833,pop,-5.593,0.139,0.343,4,0.204,82,https://api.spotify.com/v1/tracks/0l0vcZMU7AOeQmUIREoI2U,spotify:track:0l0vcZMU7AOeQmUIREoI2U,Cosa Nuestra,2024-11-15T00:00:00Z,1.27E-5,0aX0UXrHG2ceYIxTQcqJdA,0,4,182857,0.528,audio_features
2c7z5oRcPBbqRaBY2mLWcf,2c7z5oRcPBbqRaBY2mLWcf,don toliver,don toliver,new drop,new drop,don toliver_new drop,0.628,119.98,0.757,pop,-6.715,0.221,0.321,4,0.101,85,https://api.spotify.com/v1/tracks/2c7z5oRcPBbqRaBY2mLWcf,spotify:track:2c7z5oRcPBbqRaBY2mLWcf,HARDSTONE PSYCHO,2024-06-14T00:00:00Z,0.0209,0Kzb3u6kMnOJOZXYFSk33F,0,4,217333,0.189,audio_features
7221xIgOnuakPdLqT0F3nP,7221xIgOnuakPdLqT0F3nP,"post malone, morgan wallen",post malone morgan wallen,i had some help (feat. morgan wallen),i had some help feat morgan wallen,post malone morgan wallen_i had some help feat morgan wallen,0.855,127.986,0.638,pop,-4.86,0.245,0.731,4,0.0264,84,https://api.spotify.com/v1/tracks/7221xIgOnuakPdLqT0F3nP,spotify:track:7221xIgOnuakPdLqT0F3nP,I Had Some Help,2024-05-10T00:00:00Z,0,1woYXxyyxTQJ0E0AhZE6mj,1,7,178206,0.00757,audio_features
4IadxL6BUymXlh8RCJJu7T,4IadxL6BUymXlh8RCJJu7T,hozier,hozier,too sweet,too sweet,hozier_too sweet,0.62,117.038,0.741,pop,-5.505,0.0398,0.934,4,0.0412,77,https://api.spotify.com/v1/tracks/4IadxL6BUymXlh8RCJJu7T,spotify:track:4IadxL6BUymXlh8RCJJu7T,Unheard,2024-03-22T00:00:00Z,8.09E-4,1KZC0cX0qq6hodR9YVgh9F,1,10,251424,0.0295,audio_features
3siwsiaEoU4Kuuc9WKMUy5,3siwsiaEoU4Kuuc9WKMUy5,the marías,the marias,no one noticed,no one noticed,the marias_no one noticed,0.339,97.989,0.705,pop,-10.612,0.12,0.457,4,0.0278,84,https://api.spotify.com/v1/tracks/3siwsiaEoU4Kuuc9WKMUy5,spotify:track:3siwsiaEoU4Kuuc9WKMUy5,Submarine,2024-05-31T00:00:00Z,0.0814,03guxdOi12XJbnvxvxbpwG,1,7,236907,0.552,audio_features
1cOboCuWYI2osTOfolMRS6,1cOboCuWYI2osTOfolMRS6,"oscar maydon, fuerza regida",oscar maydon fuerza regida,tu boda,tu boda,oscar maydon fuerza regida_tu boda,0.651,112.648,0.694,pop,-6.968,0.0787,0.471,3,0.0784,93,https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6,spotify:track:1cOboCuWYI2osTOfolMRS6,Tu Boda,2024-09-26T00:00:00Z,1.36E-5,60cQzWfmdg4hyDXrpW6kOA,1,6,225881,0.496,audio_features
3Vr3zh0r7ALn8VLqCiRR10,3Vr3zh0r7ALn8VLqCiRR10,myles smith,myles smith,stargazing,stargazing,myles smith_stargazing,0.601,123.994,0.635,pop,-6.129,0.11,0.332,4,0.0295,88,https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Stargazing,2024-05-10T00:00:00Z,0,3VNxRarx9HUI5w7DHv0TBj,0,1,172533,0.246,audio_features
4VI2Y5xg4gYynQqNQNQbTN,4VI2Y5xg4gYynQqNQNQbTN,"glorilla, sexyy red",glorilla sexyy red,whatchu kno about me (with sexyy red),whatchu kno about me with sexyy red,glorilla sexyy red_whatchu kno about me with sexyy red,0.691,167.029,0.836,pop,-4.222,0.282,0.703,4,0.363,70,https://api.spotify.com/v1/tracks/4VI2Y5xg4gYynQqNQNQbTN,spotify:track:4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),2024-10-10T00:00:00Z,0,2PzoiaGTcK3NfnMgHFd7QC,1,1,149461,0.00586,audio_features
46kspZSY3aKmwQe7O77fCC,46kspZSY3aKmwQe7O77fCC,ariana grande,ariana grande,we can't be friends (wait for your love),we cant be friends wait for your love,ariana grande_we cant be friends wait for your love,0.646,115.842,0.645,pop,-8.334,0.074,0.295,4,0.0427,81,https://api.spotify.com/v1/tracks/46kspZSY3aKmwQe7O77fCC,spotify:track:46kspZSY3aKmwQe7O77fCC,eternal sunshine,2024-03-08T00:00:00Z,3.04E-5,71PfP4E9roOXAudea1aPGw,1,5,228639,0.0615,audio_features
6tNQ70jh4OwmPGpYy6R2o9,6tNQ70jh4OwmPGpYy6R2o9,benson boone,benson boone,beautiful things,beautiful things,benson boone_beautiful things,0.471,105.029,0.472,pop,-5.692,0.14,0.219,3,0.0603,85,https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,2024-01-18T00:00:00Z,0,29aSKB1qPEbN0Qf9OPSQpw,1,10,180304,0.151,audio_features
0qeIFEGRQqHoaJtLCl0U73,0qeIFEGRQqHoaJtLCl0U73,"myke towers, benny blanco",myke towers benny blanco,degenere 👑 (feat. benny blanco),degenere  feat benny blanco,myke towers benny blanco_degenere  feat benny blanco,0.709,194.055,0.744,pop,-5.778,0.0847,0.712,4,0.284,84,https://api.spotify.com/v1/tracks/0qeIFEGRQqHoaJtLCl0U73,spotify:track:0qeIFEGRQqHoaJtLCl0U73,LA PANTERA NEGRA (DELUXE),2024-10-17T00:00:00Z,0,3pkIK8SI5mcUUjb9jNjx4H,0,6,130880,0.0501,audio_features
6aJn7Cst74cj4lNIiPRgav,6aJn7Cst74cj4lNIiPRgav,katseye,katseye,touch,touch,katseye_touch,0.904,167.033,0.739,pop,-2.655,0.0948,0.788,4,0.0442,85,https://api.spotify.com/v1/tracks/6aJn7Cst74cj4lNIiPRgav,spotify:track:6aJn7Cst74cj4lNIiPRgav,Touch,2024-07-26T00:00:00Z,1.03E-5,1hjqg3TuQ2YqooaPhxHwdv,0,5,129883,0.549,audio_features
17phhZDn6oGtzMe56NuWvj,17phhZDn6oGtzMe56NuWvj,teddy swims,teddy swims,lose control,lose control,teddy swims_lose control,0.604,159.92,0.561,pop,-4.409,0.104,0.242,3,0.0337,89,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,I've Tried Everything But Therapy (Part 1),2023-09-15T00:00:00Z,1.9E-5,7nacKlk586eLRBSIsrk9DB,1,9,210689,0.199,audio_features
5uQ7de4EWjb3rkcFxyEOpu,5uQ7de4EWjb3rkcFxyEOpu,mark ambor,mark ambor,belong together,belong together,mark ambor_belong together,0.668,90.969,0.646,pop,-5.203,0.212,0.64,4,0.0282,82,https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,Belong Together,2024-02-16T00:00:00Z,0,3PlCMwyq6nuQYtoYproV1o,1,2,148318,0.491,audio_features
6WatFBLVB0x077xWeoVc2k,6WatFBLVB0x077xWeoVc2k,karol g,karol g,si antes te hubiera conocido,si antes te hubiera conocido,karol g_si antes te hubiera conocido,0.668,128.027,0.924,pop,-6.795,0.0678,0.787,4,0.0469,93,https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k,spotify:track:6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,2024-06-21T00:00:00Z,5.94E-4,5ylbxH7EqpsmHZCRuiYewS,1,11,195824,0.446,audio_features
3qhlB30KknSejmIvZZLjOD,3qhlB30KknSejmIvZZLjOD,djo,djo,end of beginning,end of beginning,djo_end of beginning,0.454,159.982,0.689,pop,-7.643,0.0707,0.912,4,0.0584,89,https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD,spotify:track:3qhlB30KknSejmIvZZLjOD,DECIDE,2022-09-16T00:00:00Z,0.00259,4JDXBZdRPId4devseaAOKH,1,2,159246,0.0351,audio_features
2OzhQlSqBEmt7hmkYxfT6m,2OzhQlSqBEmt7hmkYxfT6m,"taylor swift, post malone",taylor swift post malone,fortnight (feat. post malone),fortnight feat post malone,taylor swift post malone_fortnight feat post malone,0.386,192.004,0.504,pop,-10.976,0.0961,0.281,4,0.0308,84,https://api.spotify.com/v1/tracks/2OzhQlSqBEmt7hmkYxfT6m,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,THE TORTURED POETS DEPARTMENT,2024-04-18T00:00:00Z,1.53E-5,1Mo4aZ8pdj6L1jx8zSwJnt,1,11,228965,0.502,audio_features
0Sr7ssScx54yxdM2ols7nW,0Sr7ssScx54yxdM2ols7nW,"omar courtz, de la rose",omar courtz de la rose,q u e v a s h a c e r h o y ?,q u e v a s h a c e r h o y,omar courtz de la rose_q u e v a s h a c e r h o y,0.681,155.079,0.56,pop,-6.304,0.106,0.388,4,0.244,89,https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW,spotify:track:0Sr7ssScx54yxdM2ols7nW,PRIMERA MUSA,2024-09-20T00:00:00Z,0,3C5uwdRE5QRoXSGPPxpDd4,0,6,223320,0.103,audio_features
6AI3ezQ4o3HUoP6Dhudph3,6AI3ezQ4o3HUoP6Dhudph3,kendrick lamar,kendrick lamar,not like us,not like us,kendrick lamar_not like us,0.472,101.061,0.898,pop,-7.001,0.141,0.214,4,0.0776,88,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,2024-05-04T00:00:00Z,0,5JjnoGJyOxfSZUZtk2rRwZ,1,1,274192,0.0107,audio_features
4p7DTkyrKqT98xlIwYYfXz,4p7DTkyrKqT98xlIwYYfXz,jin,jin,running wild,running wild,jin_running wild,0.711,146.921,0.487,pop,-4.22,0.152,0.317,4,0.0322,85,https://api.spotify.com/v1/tracks/4p7DTkyrKqT98xlIwYYfXz,spotify:track:4p7DTkyrKqT98xlIwYYfXz,Happy,2024-11-15T00:00:00Z,0,0fKlaQuBMQYFo5aIFoGIXt,1,8,151647,1.75E-4,audio_features
3mg9jYNC1NihbthlglzrWP,3mg9jYNC1NihbthlglzrWP,"karol g, feid, dfzm, ovy on the drums, j balvin, maluma, ryan castro, blessd",karol g feid dfzm ovy on the drums j balvin maluma ryan castro blessd,+57,57,karol g feid dfzm ovy on the drums j balvin maluma ryan castro blessd_57,0.712,91.98,0.848,pop,-3.574,0.106,0.692,4,0.0981,84,https://api.spotify.com/v1/tracks/3mg9jYNC1NihbthlglzrWP,spotify:track:3mg9jYNC1NihbthlglzrWP,+57,2024-11-08T00:00:00Z,0,5TT8KluomuelzsNF7T1U37,0,1,298131,0.221,audio_features
0io16MKpbeDIdYzmGpQaES,0io16MKpbeDIdYzmGpQaES,ndotz,ndotz,embrace it,embrace it,ndotz_embrace it,0.645,114.933,0.882,pop,-7.233,0.057,0.788,4,0.0601,87,https://api.spotify.com/v1/tracks/0io16MKpbeDIdYzmGpQaES,spotify:track:0io16MKpbeDIdYzmGpQaES,Embrace It,2024-08-23T00:00:00Z,4.13E-5,0mV9Pfr1GfoZLkp1EAau9P,1,1,104419,0.475,audio_features
2PnlsTsOTLE5jnBnNe2K0A,2PnlsTsOTLE5jnBnNe2K0A,linkin park,linkin park,the emptiness machine,the emptiness machine,linkin park_the emptiness machine,0.872,184.115,0.466,pop,-3.344,0.121,0.806,4,0.0336,89,https://api.spotify.com/v1/tracks/2PnlsTsOTLE5jnBnNe2K0A,spotify:track:2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,2024-09-05T00:00:00Z,0,6W0Gabv5f3ugnckc6YgfJQ,1,7,190428,0.0156,audio_features
7tI8dRuH2Yc6RuoTjxo4dU,7tI8dRuH2Yc6RuoTjxo4dU,jimin,jimin,who,who,jimin_who,0.756,116.034,0.66,pop,-3.743,0.193,0.838,4,0.032,92,https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,MUSE,2024-07-19T00:00:00Z,0,15XcLhiVMlSOipUddTNDnr,0,0,170888,0.00289,audio_features
40riOy7x9W7GXjyGp4pjAv,40riOy7x9W7GXjyGp4pjAv,eagles,eagles,hotel california - 2013 remaster,hotel california  2013 remaster,eagles_hotel california  2013 remaster,0.508,147.125,0.579,rock,-9.484,0.0575,0.609,4,0.027,81,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,Hotel California (2013 Remaster),1976-12-08T00:00:00Z,4.94E-4,2widuo17g5CEC66IbzveRu,1,2,391376,0.00574,audio_features
57bgtoPSgt236HzfBOd8kj,57bgtoPSgt236HzfBOd8kj,ac/dc,acdc,thunderstruck,thunderstruck,acdc_thunderstruck,0.89,133.52,0.502,rock,-5.175,0.217,0.259,4,0.0364,83,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,spotify:track:57bgtoPSgt236HzfBOd8kj,The Razors Edge,1990-09-24T00:00:00Z,0.0117,4vu7F6h90Br1ZtYYaqfITy,1,4,292880,1.47E-4,audio_features
3dPQuX8Gs42Y7b454ybpMR,3dPQuX8Gs42Y7b454ybpMR,the white stripes,the white stripes,seven nation army,seven nation army,the white stripes_seven nation army,0.446,123.596,0.743,rock,-7.807,0.337,0.278,4,0.0683,82,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,Elephant,2003-04-01T00:00:00Z,0.118,6D9urpsOWWKtYvF6PaorGE,0,4,232107,0.0039,audio_features
70LcF31zb1H0PyJoS1Sx1r,70LcF31zb1H0PyJoS1Sx1r,radiohead,radiohead,creep,creep,radiohead_creep,0.43,91.844,0.515,rock,-9.935,0.129,0.104,4,0.0372,86,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Pablo Honey,1993-02-22T00:00:00Z,1.33E-4,3gBVdu4a1MMJVMy6vwPEb8,1,7,238640,0.0097,audio_features
4P5KoWXOxwuobLmHXLMobV,4P5KoWXOxwuobLmHXLMobV,nirvana,nirvana,come as you are,come as you are,nirvana_come as you are,0.824,120.125,0.5,rock,-5.846,0.0916,0.539,4,0.0388,76,https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV,spotify:track:4P5KoWXOxwuobLmHXLMobV,Nevermind (Remastered),1991-09-26T00:00:00Z,0.00161,2guirTSEqLizK7j9i1MTTZ,0,4,218920,1.6E-4,audio_features
48UPSzbZjgc449aqz8bxox,48UPSzbZjgc449aqz8bxox,red hot chili peppers,red hot chili peppers,californication,californication,red hot chili peppers_californication,0.767,96.483,0.592,rock,-2.788,0.127,0.328,4,0.027,81,https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox,spotify:track:48UPSzbZjgc449aqz8bxox,Californication (Deluxe Edition),1999-06-08T00:00:00Z,0.00165,2Y9IRtehByVkegoD7TcLfi,0,9,329733,0.0021,audio_features
